Код;Имеет ПВЗ;Максимальный вес;Страна;Регион;Город;Улица;Дом;Офис;Эл. почта;Телефоны;График работы;Наименование;Описание;Комментарий к адресу;Ближайшая остановка;Ближайшая остановка метро;
SPB34;Да;30.0;Россия;Санкт-Петербург;Санкт-Петербург;ул. Апраксин переулок;5;;smelkov.s@cdek.ru;+79219955090;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Сенной;;;Апраксин переулок;Садовая, Сенная, Спасская;||
YEKB7;Да;60.0;Россия;Свердловская обл.;Екатеринбург;ул. Амундсена;56А;1;D.Veselkov@cdek.ru;+79827583635;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Амундсена;;Вход — пристрой к жилому дому, крыльцо на территории стоянки.;Амундсена;;||
RND13;Да;30.0;Россия;Ростовская обл.;Ростов-на-Дону;пр-т Михаила Нагибина;29;;anisimov.s@cdek.ru;+79526070060;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;пр-т Михаила Нагибина;;ост. Герасименко (завод Роствертол).От остановки пройти 30 м в сторону ул.Ленина  до угла здания ул.Герасименко и М.Нагибина. Вход со двора.;ост. Герасименко;;||
MSK94;Да;50.0;Россия;Москва;Москва;ул. Маломосковская;10;;A.Gavriliuk@cdek.ru;+79774623585, +74997502349;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;ВДНХ;;Метро Алексеевская Калужско-Рижская линия выход 1, остановка Метро Алексеевская, ходят автобусы М9,903,379,85,172 от остановки пройти направо 50м до Бургер Кинга, далее повернуть налево к метро, пройти между домами 114А и 3А, идти прямо 350м ориентир ГБУЗ;«Улица Павла Корчагина»;Алексеевская, ВДНХ;||
SPB35;Да;30.0;Россия;Санкт-Петербург;Санкт-Петербург;ул. Заозёрная;4;;sv.morozov@cdek.ru;+79214126022;Пн-Вс 10:00-20:00;Фрунзенская;;;Московский проспект;Фрунзенская;||
TOR1;Да;150.0;Россия;Тверская обл.;Торжок;ул. Ленинградское шоссе;25;;torzhok@cdek.ru;+79157266046, +79108366046;Пн-Пт 10:00-19:00, Сб 10:00-16:00;Ленинградское шоссе;;Офис находится на 1 этаже на углу жилого  дома в первой линии от улицы Ленинградское Шоссе. Рядом находятся: педагогический колледж им. Бадюлина и центральный офис МТС.;Педагогический колледж им. Бадюлина;;||
MBSH2;Да;;Россия;Московская обл.;Малаховка;Быковское шоссе;6;;t.gafarov@cdek.ru;+79686540666;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Быковском шоссе;;;Поликлиника;;||
BAL1;Да;;Россия;Калужская обл.;Балабаново;ул.Боровская;62;;s.y.sergeev@cdek.ru;+79109111224, +79109111223;Пн-Пт 10:00-20:00, Сб-Вс 10:00-18:00;Боровская;;От автобусной остановки «Пекарня» пройти 20 метров в сторону «Городка» до ворот «Молокозавода», пройти внутрь на территорию, по левой стороне за углом здания первая дверь.;Пекарня;;||
NCHL8;Да;;Россия;Татарстан респ.;Набережные Челны;ул. Академика Рубаненко;2/16;7;g.gibadullina@cdek.ru;+79093069298;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Рубаненко;;"Остановка по проспекту Мира – Театр Кукол, выйти на остановке, идти прямо, пройти 105 универсам, справа будет деловой центр «Идея», двигаться по указателям, кабинет 07.
По проспекту Московский – Ак Мечеть, выйти на остановке, пройти 100 м направо, двигать";Театр Кукол, Ак Мечеть;;||
UFA10;Да;150.0;Россия;Башкортостан респ.;Уфа;ул.40 лет Октября;7;;;+73472660848;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Черниковка;;От остановки Универмаг Первомайский пройти по аллее вдоль дома Первомайская 53а до дома 40 лет октября 7;Универмаг первомайский;;||
KAM1;Да;;Россия;Московская обл.;Коммунарка;ул. Липовый парк;2;;a.kostrov@cdek.ru;+79858737379;Пн-Пт 10:00-20:00, Сб 10:00-16:00;Липовый парк;;;Микрорайон «Эдальго»;;||
MSK95;Да;50.0;Россия;Москва;Москва;ул. Бойцовая;8с3;;S.Avilov@cdek.ru;+74993908737, +79263393365;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Бульвар Рокоссовского;;Метро Бульвар Рокоссовского выход 4, Сокольническая линия, остановка Метро Бульвар Рокоссовского едут автобусы 80,86К,75,86,265,3,775,822. От остановки направо 30м далее налево пройти между домами 60м, далее идти 5к10,5к9, 100м выйти к ул 7-й проезд Подбе;Магазин;Бульвар Рокоссовского;||
GLV3;Да;;Россия;Удмуртия респ.;Глазов;ул. Ленина;19а;;g.celev@cdek.ru;+73414150520, +79124447344, +79524009070;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Ленина;;;кафе «СЕМЬЯ»;;||
STV7;Да;;Россия;Ставропольский край;Ставрополь;ул. Пирогова;68а;;client-stavropol@edostavka.ru;+78652221421;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Пирогова;;;«улица Савченко»;;||
SAM8;Да;;Россия;Самарская обл.;Самара;Ракитная;15А;;samara@edostavka.ru;+78462033103 63001, +79631160653;Пн-Пт 08:00-20:00, Сб-Вс 08:00-18:00;На Ракитной;;;Школа (ул. Клиническая);;||
NVCH2;Да;;Россия;Чувашия респ.;Новочебоксарск;ул.Винокурова;35;;novocheboksarsk@cdek.ru;+78352677678, +78352751717;Пн-Пт 09:00-19:00, Сб 10:00-16:00;На Винокурова;;;"""Кинотеатр ""Тетерин Фильм""";;||
PPS2;Да;;Россия;Московская обл.;Павловский Посад;ул.Большая Покровская;41 пом. 19;;r.gildeev@cdek.ru;+79060531031;Пн-Пт 10:00-19:00, Сб 10:00-16:00;Большая Покровская;;ТЦ «Континент», 1 этаж. В 50 м от ДК Павлово-Покровский на пересечении улицы Фрунзе и Большая Покровская;ул. Фрунзе;;||
VLK9;Да;;Россия;Приморский край;Владивосток;ул. Светланская;108б;;vlk10@cdek.ru;+74232502015, +74232502016, +79084402015, +79084402016;Пн-Пт 09:00-20:00, Сб-Вс 10:00-14:00;На Светланской;;;«Авангард»;;||
SPB36;Да;30.0;Россия;Санкт-Петербург;Санкт-Петербург;пр. Энергетиков;3 корп.б;;s.gusev@cdek.ru;+79819186229, +79319780708;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Ладожской;;ТК «Ладожские Ряды», 2 этаж, секция 30;«Ладожская»;«Ладожская»;||
NLCH4;Да;;Россия;Кабардино-Балкарская респ.;Нальчик;ул Т.Идарова;74;;a.uligov@cdek.ru;+79640300340;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Идарова;;;ул. Кабардинской;;||
NSK38;Да;;Россия;Новосибирская обл.;Новосибирск;ул. Большевистская;48;;v.murashov@cdek.ru;+79231864354;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Европейский берег на Большевистской;;"ПВЗ находится рядом с остановкой ""Мелькомбинат"", напротив ""Бургер-кинг""";Мелькомбинат;Речной вокзал;||
MSK96;Да;;Россия;Москва;Москва;пер. Костомаровский;3 стр.4;;sv.morozov@cdek.ru;+79160795651;Пн-Вс 10:00-20:00;Чкаловская;;Метро Чкаловская Люблинско-Дмитровская линия. Выйдя из метро пройдите прямо , затем поверните направо, далее 200м прямо вдоль трамвайных путей, далее направо через дорогу пройти 600м, далее налево, на территории поверните направо. Есть вывеска СДЭК;«Д/К Метростроя»;Чкаловская;||
MSK97;Да;50.0;Россия;Москва;Москва;ул. Веерная;24Г;;sa.chernichkin@cdek.ru;+79778746314;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Славянский бульвар;;М. Раменки , Калининско-Солнцевская линия, ост Винницкая улица, 2. Автобус 394. по по ул Матвеевская до кольца, далее повернуть налево пройти 300м ориентир магазин Дикси.;ул.Веереная д.20;Славянский бульвар;||
MUR5;Да;;Россия;Владимирская обл.;Муром;ул. Ленина;56а;;;+79100380505, +79100370505;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Ленина;;;ул. Ленина, д. 62;;||
BON1;Да;;Россия;Нижегородская обл.;Бор;ул. Ленина;102, пом. 17;;bor-okrug@cdek.ru;+78312835274;Пн-Пт 10:00-19:00, Сб 10:00-16:00;Ленина;;Здание АО «Борторг, вход со стороны улицы Пролетарской. Ориентир – отель Купеческий Клуб.;Рынок;;||
